marker_type,x,y,z,long_range,area_id
RhyoliteOre,-4204,-196734,4644,f,39
RhyolitePickup,21479,-212060,3598,f,39
ScrapMetalWreckage,-12827,-218064,556,f,39
ScrapMetalPart,377,-189785,2045,f,39
ScrapMetalPart,-3805,-185531,714,f,42
ScrapMetalWreckage,3787,-192114,2140,f,39
BauxitePickup,23922,-209355,2865,f,39
ScrapMetalPart,-1135,-184837,618,f,42
ScrapMetalPart,-2301,-228372,456,f,39
RhyolitePickup,-11899,-189111,908,f,39
ScrapMetalPart,6561,-218008,2507,f,39
AzuritePickup,-142,-192406,2713,f,39
FuelCellPart,-12569,-213448,941,f,39
ScrapMetalWreckage,9833,-185773,918,f,42
ScrapMetalPart,3955,-190389,2017,f,39
AzuritePickup,24009,-210517,2962,f,39
ScrapMetalPart,20299,-202448,1441,f,39
ScrapMetalWreckage,6727,-191486,1557,f,39
ScrapMetalPart,9530,-185221,973,f,42
FuelCellWreckage,5051,-211356,5777,f,39
ScrapMetalPart,7340,-194102,2187,f,39
ScrapMetalPart,-63,-186042,1003,f,42
TitaniumPickup,-4075,-198871,5424,f,39
AzuritePickup,-511,-196201,3135,f,39
AzuritePickup,-1193,-186954,1031,f,42
ScrapMetalWreckage,1153,-197843,3055,f,39
ScrapMetalWreckage,20834,-205259,1201,f,39
ScrapMetalPart,-153,-206317,5747,f,39
RhyolitePickup,2554,-198549,3137,f,39
ScrapMetalPart,10010,-185560,1032,f,42
ScrapMetalWreckage,10854,-213630,3860,f,39
ScrapMetalPart,-1963,-201595,4759,f,39
AzuriteOre,5594,-203389,8951,f,39
ScrapMetalWreckage,-8148,-192312,2441,f,39
BasaltPickup,8465,-203729,8927,f,39
FuelCellPart,4057,-188946,2054,f,39
ScrapMetalPart,-5262,-228087,731,f,39
ScrapMetalWreckage,7102,-194070,2143,f,39
TitaniumPickup,-4553,-199094,5423,f,39
BauxitePickup,19555,-207302,4741,f,39
ScrapMetalPart,7027,-194713,2335,f,39
StravidiumPickup,-13265,-201992,5445,f,39
FuelCellPart,11592,-211969,4175,f,39
AzuriteOre,23709,-210797,3020,f,39
ScrapMetalPart,3573,-192270,2207,f,39
ScrapMetalPart,-98,-186818,1183,f,42
TitaniumOre,-7923,-207410,3867,f,39
ScrapMetalPart,-15038,-206086,1545,f,39
RhyolitePickup,1365,-184953,982,f,42
ScrapMetalPart,16978,-200286,1481,f,39
FuelCellPart,5159,-211606,5774,f,39
BrittleBush,-524,-203779,5138,f,39
FuelCellWreckage,-1718,-206950,4918,f,39
ScrapMetalPart,578,-189212,1880,f,39
ScrapMetalWreckage,-3558,-185639,702,f,42
FuelCellPart,-11550,-200415,5447,f,39
TitaniumPickup,-7990,-207005,3897,f,39
ScrapMetalPart,-12531,-204930,3265,f,39
ScrapMetalWreckage,-3000,-228138,474,f,39
FuelCellPart,18564,-195492,633,f,39
ScrapMetalWreckage,-15138,-192208,757,f,39
ScrapMetalPart,14458,-192664,1924,f,39
FuelCellPart,-12263,-195881,2873,f,39
RhyolitePickup,2079,-215531,3138,f,39
ScrapMetalWreckage,968,-199128,3431,f,39
ScrapMetalWreckage,-7115,-173834,1506,f,42
FuelCellPart,4807,-199190,4035,f,39
ScrapMetalPart,10815,-199948,3201,f,39
FuelCellPart,194,-213140,3647,f,39
ScrapMetalWreckage,-9467,-200912,5417,f,39
ScrapMetalWreckage,-14229,-213687,897,f,39
FuelCellPart,1163,-190047,2145,f,39
ScrapMetalWreckage,205,-190728,2315,f,39
StravidiumPickup,8089,-202038,8960,f,39
ScrapMetalWreckage,4760,-192052,1889,f,39
RhyolitePickup,-1213,-202502,4751,f,39
AzuritePickup,-7462,-174796,1312,f,42
ScrapMetalWreckage,6494,-217976,2515,f,39
ScrapMetalWreckage,-11901,-192415,1982,f,39
ScrapMetalWreckage,5461,-191556,1687,f,39
StravidiumOre,2061,-199645,3416,f,39
FuelCellWreckage,2956,-194142,2469,f,39
ScrapMetalPart,-906,-195977,3163,f,39
ScrapMetalWreckage,-2173,-201433,4822,f,39
StravidiumOre,5515,-195843,2493,f,39
BasaltPickup,-12954,-207989,3180,f,39
ScrapMetalPart,-7237,-173952,1486,f,42
RhyolitePickup,8216,-320658,1534,f,39
ScrapMetalPart,-3,-328052,1180,f,39
FuelCellPart,7927,-315751,1763,f,39
ScrapMetalPart,19466,-311285,1121,f,39
RhyolitePickup,-5547,-305836,7320,f,39
RhyolitePickup,-13043,-299066,4122,f,39
ScrapMetalPart,1632,-290740,5306,f,39
ScrapMetalPart,-879,-321097,2032,f,39
FuelCellPart,-7297,-317246,1226,f,39
ScrapMetalWreckage,13611,-305936,4123,f,39
FuelCellWreckage,3907,-310606,4412,f,39
BrittleBush,20971,-302461,1157,f,39
BasaltPickup,18086,-308009,1414,f,39
FuelCellPart,7455,-323538,2158,f,39
FuelCellPart,9081,-295045,1202,f,39
RhyolitePickup,-18583,-310090,1851,f,39
FuelCellPart,9327,-320078,1288,f,39
ScrapMetalPart,4494,-291107,5262,f,39
BasaltPickup,-10067,-301076,7331,f,39
ScrapMetalWreckage,8300,-296000,1318,f,39
ScrapMetalWreckage,-5780,-306440,7349,f,39
BrittleBush,25036,-303028,1924,f,39
ScrapMetalPart,-12889,-295972,4421,f,39
ScrapMetalPart,7871,-303144,3676,f,39
BasaltOre,-4890,-305312,7305,f,39
TitaniumOre,8812,-320498,1387,f,39
FuelCellPart,-11461,-298997,4799,f,39
ScrapMetalWreckage,6462,-326776,1445,f,39
ScrapMetalPart,-5317,-294653,4894,f,39
ScrapMetalWreckage,-8003,-316148,1468,f,39
BasaltOre,7027,-291807,1334,f,39
ScrapMetalPart,15483,-297460,2250,f,39
BrittleBush,-4565,-322078,1842,f,39
FuelCellPart,-5145,-318299,1154,f,39
RhyolitePickup,4549,-310103,4224,f,39
BrittleBush,13592,-299898,2841,f,39
ScrapMetalWreckage,5435,-297622,1674,f,39
ScrapMetalPart,-6178,-318460,1072,f,39
RhyolitePickup,8981,-319581,1328,f,39
ScrapMetalWreckage,1063,-321824,1810,f,39
ScrapMetalPart,8309,-296013,1322,f,39
FuelCellPart,13277,-303298,5757,f,39
StravidiumOre,8128,-290456,1116,f,39
BrittleBush,7229,-299731,2308,f,39
BauxitePickup,-12655,-311094,3979,f,39
StravidiumOre,-14087,-309390,3623,f,39
ScrapMetalPart,-7588,-317255,1214,f,39
FuelCellPart,110,-328630,1120,f,39
StravidiumOre,19869,-311363,1177,f,39
RhyolitePickup,15745,-295824,1764,f,39
ScrapMetalPart,-5932,-304910,7106,f,39
ScrapMetalWreckage,13986,-299050,2606,f,39
RhyolitePickup,-17012,-307780,2840,f,39
FuelCellWreckage,-11551,-298814,4716,f,39
ScrapMetalWreckage,6486,-309382,3998,f,39
AzuritePickup,6165,-305025,3701,f,39
RhyolitePickup,-7370,-316685,1340,f,39
ScrapMetalWreckage,-4916,-303354,6644,f,39
ScrapMetalWreckage,4702,-329602,951,f,39
ScrapMetalWreckage,1937,-325083,1315,f,39
RhyolitePickup,21791,-305522,910,f,39
RhyolitePickup,28148,-300086,653,f,39
AzuritePickup,9008,-314844,3284,f,39
ScrapMetalPart,-5839,-306223,7343,f,39
BrittleBush,-3892,-289746,4101,f,39
ScrapMetalPart,6115,-318811,2236,f,39
ScrapMetalPart,-18854,-305616,2427,f,39
StravidiumPickup,-17426,-308385,2606,f,39
ScrapMetalPart,18663,-308333,1302,f,39
FuelCellPart,8601,-301882,3329,f,39
ScrapMetalPart,-18614,-301154,2299,f,39
FuelCellPart,14329,-306727,4071,f,39
BasaltOre,-16615,-309974,2831,f,39
FuelCellWreckage,8090,-315543,1804,f,39
AzuritePickup,7642,-315844,1767,f,39
AzuritePickup,7414,-304069,3713,f,39
AzuritePickup,-6243,-293311,4764,f,39
ScrapMetalPart,12184,-290349,951,f,39
ScrapMetalPart,6742,-326778,1417,f,39
ScrapMetalPart,15748,-310978,1476,f,39
ScrapMetalWreckage,8117,-303043,3718,f,39
ScrapMetalPart,4881,-329748,913,f,39
ScrapMetalPart,-2445,-311338,4926,f,39
ScrapMetalPart,-5091,-300990,6663,f,39
ScrapMetalPart,9140,-301548,3306,f,39
FuelCellPart,-3842,-319103,1277,f,39
ScrapMetalPart,3433,-328172,1439,f,39
ScrapMetalWreckage,-18691,-305826,2460,f,39
ScrapMetalWreckage,19282,-297126,1389,f,39
BasaltPickup,-4911,-304967,7369,f,39
BasaltOre,-7963,-304530,7235,f,39
FuelCellPart,-15792,-293879,2145,f,39
AzuritePickup,17106,-293290,978,f,39
ScrapMetalWreckage,-18926,-310178,1836,f,39
ScrapMetalWreckage,-8975,-289114,2698,f,39
FuelCellPart,-4141,-290352,4140,f,39
RhyolitePickup,8886,-316133,1529,f,39
FuelCellPart,-5911,-303818,6914,f,39
ScrapMetalWreckage,-12943,-295817,4443,f,39
ScrapMetalPart,13766,-299066,2584,f,39
RhyolitePickup,-14024,-299013,3796,f,39
ScrapMetalWreckage,-12809,-296523,4353,f,39
ScrapMetalPart,-4312,-301612,6679,f,39
AzuritePickup,-13306,-296691,4193,f,39
FuelCellPart,-6616,-303549,6935,f,39
ScrapMetalPart,-7190,-304680,7133,f,39
FuelCellWreckage,-17585,-300529,2653,f,39
ScrapMetalPart,23340,-304669,989,f,39
AzuritePickup,-19737,-304963,2206,f,39
RhyolitePickup,3931,-305692,3508,f,39
RhyoliteOre,7779,-310337,4357,f,39
BrittleBush,-10343,-313842,2657,f,39
ScrapMetalPart,9660,-308074,4058,f,39
AzuritePickup,7926,-287501,1111,f,39
ScrapMetalWreckage,-9400,-316442,1388,f,39
ScrapMetalPart,17499,-318446,809,f,39
ScrapMetalPart,-8768,-288934,2657,f,39
AzuritePickup,-15373,-311175,2539,f,39
ScrapMetalPart,-4403,-302486,6470,f,39
AzuritePickup,14485,-294502,1258,f,39
AzuritePickup,13771,-290518,1019,f,39
ScrapMetalWreckage,180,-328244,1173,f,39
TitaniumOre,1699,-290347,5275,f,39
BauxiteOre,-12935,-311066,3962,f,39
FuelCellPart,-4251,-319212,1244,f,39
FuelCellPart,-6740,-293208,4655,f,39
RhyolitePickup,2753,-297953,2334,f,39
BrittleBush,-34,-308662,3926,f,39
ScrapMetalPart,7304,-294264,1308,f,39
ScrapMetalPart,9007,-308469,4045,f,39
ScrapMetalWreckage,1994,-305674,3417,f,39
AzuritePickup,-4478,-292084,5406,f,39
ScrapMetalPart,13878,-305872,4113,f,39
FuelCellPart,12267,-316764,1366,f,39
ScrapMetalPart,25271,-307983,679,f,39
ScrapMetalPart,7367,-324261,2041,f,39
RhyolitePickup,-12036,-295420,4748,f,39
FuelCellPart,4107,-310789,4474,f,39
ScrapMetalPart,-8035,-316406,1392,f,39
ScrapMetalPart,11596,-299488,2447,f,39
StravidiumOre,-17294,-308744,2667,f,39
FuelCellWreckage,14127,-296992,1952,f,39
ScrapMetalWreckage,13037,-298713,2370,f,39
RhyoliteOre,14381,-291957,920,f,39
TitaniumOre,-16374,-311909,1794,f,39
TitaniumPickup,23501,-310326,1533,f,39
RhyolitePickup,18894,-297600,1537,f,39
FuelCellWreckage,11931,-295375,1247,f,39
ScrapMetalPart,19300,-296854,1337,f,39
FuelCellPart,-16184,-294289,2207,f,39
ScrapMetalPart,3058,-317533,2449,f,39
AzuritePickup,6158,-312232,4644,f,39
ScrapMetalPart,6753,-309408,4007,f,39
TitaniumOre,-3438,-309890,4881,f,39
StravidiumOre,9724,-287645,987,f,39
TitaniumPickup,-16248,-311502,1881,f,39
BrittleBush,5707,-312547,4650,f,39
ScrapMetalWreckage,-6630,-324204,1520,f,39
AzuriteOre,17452,-293069,938,f,39
RhyolitePickup,-7938,-306727,7323,f,39
ScrapMetalWreckage,-6697,-319930,990,f,39
ScrapMetalPart,-12554,-296587,4415,f,39
ScrapMetalWreckage,-7572,-317523,1162,f,39
ScrapMetalWreckage,9228,-296596,1388,f,39
BasaltOre,17676,-308009,1492,f,39
StravidiumPickup,9525,-287925,989,f,39
ScrapMetalPart,-11742,-313123,3708,f,39
StravidiumPickup,-14136,-309797,3551,f,39
RhyolitePickup,-13512,-316885,1393,f,39
ScrapMetalPart,-10469,-316757,1340,f,39
ScrapMetalPart,5468,-297610,1672,f,39
ScrapMetalPart,12832,-298993,2440,f,39
FuelCellPart,-3953,-317205,1447,f,39
ScrapMetalPart,-805,-304693,4046,f,39
ScrapMetalPart,6770,-308604,3925,f,39
RhyolitePickup,21172,-300944,1072,f,39
ScrapMetalWreckage,8955,-308313,4029,f,39
ScrapMetalPart,-12115,-299846,4981,f,39
ScrapMetalPart,1216,-322048,1764,f,39
FuelCellPart,-12466,-313442,3596,f,39
ScrapMetalPart,-9619,-312000,3642,f,39
BasaltPickup,7394,-291604,1251,f,39
ScrapMetalPart,2302,-318070,2398,f,39
FuelCellPart,-7906,-296636,4886,f,39
BrittleBush,10851,-300895,2930,f,39
ScrapMetalWreckage,-4833,-300939,6747,f,39
ScrapMetalWreckage,3135,-317277,2501,f,39
FuelCellPart,2938,-324327,1649,f,39
FuelCellPart,-10369,-293739,5080,f,39
ScrapMetalWreckage,11478,-299726,2514,f,39
FuelCellPart,-17836,-300447,2592,f,39
FuelCellPart,14036,-297241,2028,f,39
BrittleBush,-29,-322589,2028,f,39
ScrapMetalPart,-4882,-303087,6616,f,39
ScrapMetalPart,25423,-306714,856,f,39
ScrapMetalWreckage,2299,-318069,2391,f,39
ScrapMetalPart,2071,-305553,3404,f,39
RhyolitePickup,21359,-302524,1086,f,39
RhyolitePickup,7411,-310517,4368,f,39
BrittleBush,-9151,-311591,3738,f,39
RhyolitePickup,3660,-328001,1527,f,39
ScrapMetalPart,-9747,-317813,1130,f,39
ScrapMetalWreckage,-6071,-304936,7109,f,39
FuelCellPart,2637,-302631,2955,f,39
ScrapMetalWreckage,9039,-301413,3268,f,39
BrittleBush,-8702,-312053,3619,f,39
AzuriteOre,13983,-290429,968,f,39
ScrapMetalPart,9245,-296661,1406,f,39
ScrapMetalWreckage,25157,-306754,878,f,39
ScrapMetalPart,21396,-301313,1056,f,39
ScrapMetalWreckage,23305,-304449,980,f,39
ScrapMetalWreckage,9851,-308175,4079,f,39
ScrapMetalWreckage,-11742,-313087,3703,f,39
BrittleBush,-2790,-316513,1756,f,39
BasaltPickup,-7632,-304773,7194,f,39
ScrapMetalPart,10390,-315739,1655,f,39
ScrapMetalPart,-6486,-319839,1023,f,39
FuelCellPart,-16836,-311112,1780,f,39
ScrapMetalWreckage,-4426,-317622,1336,f,39
ScrapMetalWreckage,4939,-302322,2892,f,39
FuelCellPart,-3965,-292217,5514,f,39
FuelCellPart,-18947,-304051,2284,f,39
AzuritePickup,-15482,-299686,3343,f,39
FuelCellPart,3018,-306097,3447,f,39
AzuritePickup,14296,-298749,2559,f,39
BasaltOre,-9761,-301161,7348,f,39
BrittleBush,-8745,-314952,1821,f,39
ScrapMetalPart,9135,-300969,3176,f,39
RhyolitePickup,23726,-304879,1073,f,39
FuelCellPart,9259,-304425,4101,f,39
RhyolitePickup,20058,-315504,1152,f,39
RhyolitePickup,9244,-306061,3976,f,39
ScrapMetalPart,-6852,-323597,1383,f,39
TitaniumOre,23271,-309985,1628,f,39
BrittleBush,-2676,-317049,1648,f,39
TitaniumPickup,8799,-320202,1384,f,39
BrittleBush,17052,-317989,1002,f,39
ScrapMetalWreckage,3231,-328042,1434,f,39
ScrapMetalWreckage,4512,-291402,5248,f,39
StravidiumPickup,7848,-290831,1161,f,39
ScrapMetalPart,1921,-325081,1319,f,39
ScrapMetalPart,4708,-287807,3724,f,39
RhyoliteOre,2475,-297651,2439,f,39
ScrapMetalPart,-4437,-317353,1379,f,39
FuelCellPart,12169,-295376,1267,f,39
ScrapMetalPart,-9138,-316363,1397,f,39
ScrapMetalPart,15108,-297351,2176,f,39
ScrapMetalPart,5181,-302191,2900,f,39
ScrapMetalPart,-7855,-308429,7331,f,39
BasaltPickup,-16215,-310231,2838,f,39
ScrapMetalPart,13073,-298452,2294,f,39
FuelCellPart,9989,-377950,4458,f,39
ScrapMetalPart,4583,-382736,4518,f,39
ScrapMetalPart,-25807,-388237,1619,f,39
RhyolitePickup,1689,-375168,4401,f,39
FuelCellPart,-21703,-389466,2052,f,39
RhyolitePickup,6511,-381751,4084,f,39
ScrapMetalPart,8179,-381051,4157,f,39
ScrapMetalWreckage,4123,-382195,4264,f,39
FuelCellPart,-26246,-387848,1646,f,39
ScrapMetalPart,22920,-393985,2681,f,39
ScrapMetalPart,-893,-376948,4172,f,39
ScrapMetalPart,8203,-380600,4081,f,39
FuelCellWreckage,-23815,-388759,1958,f,39
BrittleBush,-24041,-389319,2087,f,39
ScrapMetalPart,23925,-392858,2692,f,39
FuelCellWreckage,-814,-377954,4107,f,39
RhyolitePickup,-37,-380397,4088,f,39
ScrapMetalWreckage,17238,-390486,1832,f,39
ScrapMetalWreckage,-1317,-377458,4320,f,39
RhyolitePickup,10075,-375719,4435,f,39
ScrapMetalWreckage,23947,-392834,2692,f,39
ScrapMetalPart,4289,-381989,4250,f,39
FuelCellPart,22336,-394805,2633,f,39
ScrapMetalPart,-998,-377379,4191,f,39
ScrapMetalWreckage,3466,-381641,4336,f,39
BrittleBush,6769,-382563,4414,f,39
ScrapMetalWreckage,23567,-394378,2834,f,39
ScrapMetalPart,23742,-393326,2715,f,39
AzuritePickup,7355,-381891,4209,f,39
FuelCellPart,5335,-380439,4782,f,39
BasaltPickup,193,-379883,4041,f,39
ScrapMetalWreckage,4571,-382706,4487,f,39
ScrapMetalPart,4458,-382382,4341,f,39
FuelCellPart,17531,-389688,1772,f,39
ScrapMetalPart,-25716,-387479,1710,f,39
AzuritePickup,17979,-389710,1672,f,39
BrittleBush,17241,-394452,1798,f,39
BasaltOre,502,-379671,4195,f,39
ScrapMetalWreckage,-1048,-376733,4245,f,39
AzuritePickup,-23588,-388471,1882,f,39
BrittleBush,6160,-381663,4180,f,39
BrittleBush,17604,-391484,1778,f,39
ScrapMetalPart,-20725,-389513,2295,f,39
ScrapMetalPart,3574,-381444,4432,f,39
FuelCellWreckage,23137,-392545,2564,f,39
AzuritePickup,-24383,-387802,1632,f,39
FuelCellPart,23143,-392815,2598,f,39
ScrapMetalWreckage,-324,-377140,4106,f,39
ScrapMetalPart,1071,-375749,4350,f,39
ScrapMetalPart,-1322,-377729,4317,f,39
FuelCellPart,9051,-380577,4323,f,39
ScrapMetalPart,17168,-390674,1851,f,39
FuelCellPart,1326,-374042,4279,f,39
ScrapMetalPart,23814,-394491,2886,f,39
ScrapMetalWreckage,-20739,-389730,2296,f,39
ScrapMetalWreckage,-25491,-387321,1744,f,39
ScrapMetalPart,-25796,-387728,1653,f,39
ScrapMetalPart,23052,-394304,2725,f,39
ScrapMetalPart,3259,-373230,4248,f,39
RhyolitePickup,2082,-376925,4694,f,39
ScrapMetalWreckage,924,-375532,4263,f,39
BrittleBush,9473,-374075,4370,f,39
ScrapMetalPart,-301,-376961,4119,f,39
FuelCellPart,-786,-377965,4102,f,39
ScrapMetalPart,-24286,-389215,2044,f,39
ScrapMetalPart,21377,-391447,2157,f,39
FuelCellPart,2781,-382449,4371,f,39
BrittleBush,9406,-373638,4464,f,39
FuelCellPart,-24374,-388874,1936,f,39
FuelCellPart,-854,-375749,4280,f,39
BrittleBush,6873,-372239,4541,f,39
ScrapMetalWreckage,8041,-381282,4175,f,39
FuelCellPart,-24050,-388890,1976,f,39
BauxitePickup,-21361,-430282,3907,f,39
FuelCellWreckage,-22097,-431482,3717,f,39
ScrapMetalPart,-9288,-420368,3784,f,39
ScrapMetalPart,-15424,-423949,3297,f,39
RhyolitePickup,-10941,-427128,3784,f,39
RhyolitePickup,-22061,-431955,3691,f,39
FuelCellPart,-16548,-424645,3360,f,39
ScrapMetalPart,-11665,-420657,3415,f,39
FuelCellPart,-11595,-420830,3345,f,39
FuelCellPart,22051,-429832,5668,f,39
BauxitePickup,20339,-430777,5102,f,39
ScrapMetalWreckage,-18241,-425688,3538,f,39
ScrapMetalPart,25330,-426329,4871,f,39
ScrapMetalWreckage,25248,-426075,4832,f,39
AzuritePickup,-11338,-428197,3521,f,39
BrittleBush,-11190,-426226,3902,f,39
BrittleBush,-20841,-432282,4093,f,39
ScrapMetalPart,-18279,-426418,3577,f,39
ScrapMetalPart,24557,-423065,4338,f,39
ScrapMetalPart,-11348,-427102,3695,f,39
ScrapMetalPart,-21268,-435930,3198,f,39
RhyolitePickup,-14436,-423586,3230,f,39
BauxiteOre,20322,-430309,5179,f,39
AzuritePickup,22779,-430209,5721,f,39
ScrapMetalPart,24473,-422620,4368,f,39
AzuriteOre,-10863,-426716,3895,f,39
ScrapMetalPart,19121,-432062,2988,f,39
ScrapMetalWreckage,24382,-422473,4371,f,39
ScrapMetalPart,-10793,-428940,3608,f,39
ScrapMetalWreckage,24907,-423917,4293,f,39
AzuriteOre,23196,-430313,5738,f,39
RhyolitePickup,-10064,-421330,3605,f,39
ScrapMetalPart,-9561,-420640,3577,f,39
ScrapMetalWreckage,-10841,-427847,3666,f,39
RhyolitePickup,18043,-425652,3764,f,39
ScrapMetalWreckage,24398,-424397,4260,f,39
AzuritePickup,20021,-428331,3991,f,39
FuelCellPart,18734,-429114,3366,f,39
AzuritePickup,-10818,-426308,3997,f,39
ScrapMetalPart,-10768,-420715,3407,f,39
ScrapMetalPart,-8978,-426650,4249,f,39
BasaltPickup,-18659,-429845,5462,f,39
AzuritePickup,-22566,-432877,3448,f,39
FuelCellPart,-6887,-424317,3636,f,39
ScrapMetalWreckage,-8924,-426436,4307,f,39
BasaltOre,-19796,-430385,5358,f,39
FuelCellPart,-21374,-434223,3428,f,39
ScrapMetalWreckage,-11027,-420650,3373,f,39
ScrapMetalWreckage,-15743,-423776,3399,f,39
ScrapMetalPart,18709,-430103,3197,f,39
BrittleBush,-18413,-428380,4147,f,39
FuelCellPart,20120,-427959,4078,f,39
ScrapMetalPart,-8966,-424243,4907,f,39
ScrapMetalPart,-17922,-426640,3694,f,39
ScrapMetalPart,25073,-424234,4277,f,39
FuelCellPart,-12395,-429056,3655,f,39
FuelCellPart,-22043,-431745,3710,f,39
ScrapMetalWreckage,-21427,-435938,3169,f,39
BrittleBush,-14085,-430752,3790,f,39
RhyolitePickup,-11532,-427605,3531,f,39
ScrapMetalPart,-18438,-434248,3731,f,39
ScrapMetalWreckage,-6839,-426338,3476,f,39
ScrapMetalPart,-21963,-433516,3489,f,39
BrittleBush,23630,-425704,4332,f,39
ScrapMetalWreckage,18805,-429849,3270,f,39
ScrapMetalPart,-10872,-428117,3622,f,39
ScrapMetalWreckage,17668,-428441,3277,f,39
FuelCellPart,19740,-432737,3115,f,39
RhyolitePickup,17629,-427487,3213,f,39
FuelCellPart,-16111,-424305,3343,f,39
FuelCellPart,21666,-432274,4029,f,39
ScrapMetalPart,-8888,-420680,3761,f,39
BasaltPickup,17656,-415734,4026,f,39
ScrapMetalPart,-6648,-423641,3965,f,39
FuelCellPart,-11060,-427551,3652,f,39
RhyolitePickup,19047,-425349,4014,f,39
ScrapMetalPart,-12922,-430649,3858,f,39
AzuritePickup,-22633,-429067,3364,f,39
ScrapMetalPart,-18200,-425433,3585,f,39
ScrapMetalPart,-15659,-423521,3458,f,39
RhyolitePickup,18771,-422166,7099,f,39
FuelCellPart,-14281,-424331,3101,f,39
FuelCellWreckage,-15912,-424441,3282,f,39
FuelCellPart,-9672,-420259,3760,f,39
RhyolitePickup,-13703,-422842,3355,f,39
ScrapMetalWreckage,20276,-427451,4181,f,39
FuelCellPart,-15509,-424292,3244,f,39
ScrapMetalPart,-10053,-419974,3819,f,39
ScrapMetalWreckage,-21941,-433529,3486,f,39
BrittleBush,15317,-417822,5025,f,39
ScrapMetalPart,25023,-423745,4327,f,39
RhyolitePickup,-17073,-433210,3898,f,39
RhyolitePickup,22392,-429977,5690,f,39
BauxiteOre,-21432,-429810,3784,f,39
BasaltPickup,-19782,-430422,5346,f,39
ScrapMetalWreckage,24675,-423305,4330,f,39
BrittleBush,25736,-421832,4529,f,39
ScrapMetalWreckage,18852,-427599,3639,f,39
BasaltOre,17319,-415969,3975,f,39
AzuritePickup,17117,-425826,3412,f,39
ScrapMetalPart,24142,-424317,4258,f,39
ScrapMetalWreckage,-18464,-434244,3723,f,39
ScrapMetalWreckage,-9092,-420767,3656,f,39
BrittleBush,-6540,-424493,3817,f,39
ScrapMetalPart,-6677,-426551,3536,f,39
ScrapMetalPart,17724,-428634,3288,f,39
RhyolitePickup,-11114,-422966,4227,f,39
BasaltOre,-18074,-429978,5558,f,39
BrittleBush,-18414,-427887,4146,f,39
ScrapMetalPart,18640,-427408,3630,f,39
RhyolitePickup,-20840,-427883,3503,f,39
AzuritePickup,-18088,-432597,4356,f,39
RhyolitePickup,-17439,-431069,4671,f,39
ScrapMetalPart,20286,-427436,4170,f,39
ScrapMetalWreckage,-11635,-420403,3528,f,39
FuelCellWreckage,18702,-429164,3344,f,39
RhyolitePickup,19178,-429896,3402,f,39
ScrapMetalPart,-68312,-576281,4202,f,59
TitaniumPickup,-69767,-572953,3120,f,59
TitaniumOre,-69956,-573177,3198,f,59
StravidiumOre,-68294,-575886,4206,f,59
TitaniumOre,-70674,-582815,2770,f,59
StravidiumOre,-90413,-621887,4526,f,59
StravidiumPickup,-98951,-626313,4880,f,59
TitaniumOre,-87365,-591390,2188,f,59
TitaniumPickup,-109167,-617889,5552,f,59
StravidiumPickup,-98718,-583952,639,f,59
TitaniumOre,-109452,-618184,5604,f,59
StravidiumOre,-109051,-598555,5135,f,59
StravidiumPickup,-98600,-596336,7086,f,59
StravidiumPickup,-95286,-606593,7700,f,59
StravidiumOre,-98805,-596149,7077,f,59
StravidiumOre,-113524,-594548,1127,f,59
StravidiumPickup,-108903,-598937,5105,f,59
StravidiumPickup,-107136,-612460,6011,f,59
TitaniumOre,-106657,-596688,5094,f,59
TitaniumPickup,-85855,-623583,1261,f,59
StravidiumOre,-98732,-626661,4961,f,59
ScrapMetalPart,-100865,-576882,2039,f,59
TitaniumPickup,-87728,-591581,2189,f,59
StravidiumOre,-95592,-606547,7657,f,59
TitaniumPickup,-106838,-596349,5048,f,59
StravidiumOre,-99032,-583960,612,f,59
TitaniumPickup,-94990,-614242,6783,f,59
StravidiumOre,-107199,-612097,5984,f,59
ScrapMetalPart,-90493,-621552,4507,f,59
TitaniumPickup,-115439,-610340,2587,f,59
TitaniumOre,-115694,-610062,2575,f,59
TitaniumOre,-100467,-576978,2041,f,59
TitaniumOre,-95036,-613862,6730,f,59
